,,,,,기관,외국인,외국인,외국인
날짜,종가,전일비,등락률,거래량,순매매량,순매매량,보유주수,보유율
2013.05.23,"1,484,000",-25000,-1.66%,"239,883","10,438","-58,530","72,351,916",49.12%
2013.05.22,"1,509,000",17000,1.14%,"198,462","18,417","20,065","72,410,446",49.16%
2013.05.21,"1,492,000",-5000,-0.33%,"232,008","-13,601","-10,908","72,380,191",49.14%
2013.05.20,"1,497,000",-11000,-0.73%,"245,777","-7,951",34,"72,391,099",49.15%
2013.05.16,"1,508,000",8000,0.53%,"293,151","31,189","38,077","72,388,905",49.14%
2013.05.15,"1,500,000",0,0.00%,"211,896","-23,923","26,259","72,350,828",49.12%
2013.05.14,"1,500,000",23000,1.56%,"180,053",434,"47,193","72,324,569",49.10%
2013.05.13,"1,477,000",1000,0.07%,"175,002","1,557","-24,380","72,279,984",49.07%
2013.05.10,"1,476,000",-39000,-2.57%,"235,897","-36,498","-48,878","72,305,660",49.09%
2013.05.09,"1,515,000",27000,1.81%,"216,123","-2,881","46,774","72,351,514",49.12%
2013.05.08,"1,488,000",-5000,-0.33%,"298,439","-1,647","-90,700","72,304,740",49.09%
2013.05.07,"1,493,000",-21000,-1.39%,"228,690","4,207","-56,607","72,415,440",49.16%
2013.05.06,"1,514,000",-21000,-1.37%,"173,086","-4,560","-3,532","72,472,047",49.20%
2013.05.03,"1,535,000",7000,0.46%,"131,181","3,107","34,573","72,475,579",49.20%
2013.05.02,"1,528,000",8000,0.53%,"200,979","8,021","29,389","72,440,913",49.18%
2013.04.30,"1,520,000",39000,2.63%,"374,100","89,948","37,103","72,423,779",49.17%
2013.04.29,"1,481,000",-5000,-0.34%,"170,003","28,948","-34,803","72,376,308",49.14%
2013.04.26,"1,486,000",-8000,-0.54%,"233,032","26,940","-56,347","72,411,111",49.16%
2013.04.25,"1,494,000",8000,0.54%,"209,278","32,486","-57,069","72,467,458",49.20%
2013.04.24,"1,486,000",3000,0.20%,"201,731","26,159","-56,330","72,524,741",49.24%
2013.04.23,"1,483,000",-20000,-1.33%,"177,297","15,555","-47,417","72,527,660",49.24%
2013.04.22,"1,503,000",28000,1.90%,"186,717",84,"-6,984","72,577,222",49.27%
2013.04.19,"1,475,000",-8000,-0.54%,"314,080","-5,502","-73,328","72,565,759",49.26%
2013.04.18,"1,483,000",-35000,-2.31%,"267,168","-1,454","-94,458","72,639,087",49.31%
2013.04.17,"1,518,000",-10000,-0.65%,"209,822","7,796","-17,768","72,733,525",49.38%
2013.04.16,"1,528,000",5000,0.33%,"371,037","16,565","-4,198","72,766,791",49.40%
2013.04.15,"1,523,000",6000,0.40%,"215,346","12,204","6,577","72,788,609",49.42%
2013.04.12,"1,517,000",-23000,-1.49%,"214,881","34,540","-39,358","72,787,118",49.41%
2013.04.11,"1,540,000",19000,1.25%,"225,830","32,136","18,179","72,826,431",49.44%
2013.04.10,"1,521,000",-7000,-0.46%,"235,594","-11,355","-3,922","72,809,108",49.43%
2013.04.09,"1,528,000",8000,0.53%,"184,880","29,106","-2,428","72,793,030",49.42%
2013.04.08,"1,520,000",15000,1.00%,"259,190","61,258","-15,329","72,804,874",49.43%
2013.04.05,"1,505,000",-1000,-0.07%,"299,547","75,667","-79,632","72,843,548",49.45%
2013.04.04,"1,506,000",-15000,-0.99%,"214,009","66,533","-61,057","72,931,740",49.51%
2013.04.03,"1,521,000",-4000,-0.26%,"217,654","54,001","-51,892","72,992,797",49.55%
2013.04.02,"1,525,000",13000,0.86%,"171,497","2,970","32,604","73,044,689",49.59%
2013.04.01,"1,512,000",-15000,-0.98%,"105,910","34,971","-37,253","73,012,085",49.57%
2013.03.29,"1,527,000",17000,1.13%,"190,674","48,019","41,025","73,041,320",49.59%
2013.03.28,"1,510,000",6000,0.40%,"159,792","54,861","-36,129","72,999,653",49.56%
2013.03.27,"1,504,000",-5000,-0.33%,"257,628","91,009","-99,398","73,082,338",49.61%
2013.03.26,"1,509,000",14000,0.94%,"336,600","59,293","-13,288","73,181,736",49.68%
2013.03.25,"1,495,000",40000,2.75%,"205,441","45,862","-10,286","73,198,921",49.69%
2013.03.22,"1,455,000",-2000,-0.14%,"213,742","61,518","-95,773","73,235,449",49.72%
2013.03.21,"1,457,000",-3000,-0.21%,"235,371","33,843","-71,154","73,349,842",49.80%
2013.03.20,"1,460,000",-15000,-1.02%,"270,315","66,125","-102,943","73,425,326",49.85%
2013.03.19,"1,475,000",30000,2.08%,"279,542","44,650","-33,660","73,551,969",49.93%
2013.03.18,"1,445,000",-35000,-2.36%,"528,791","98,862","-262,562","73,598,619",49.97%
2013.03.15,"1,480,000",-40000,-2.63%,"732,367","113,349","-300,055","73,861,145",50.14%
2013.03.14,"1,520,000",-7000,-0.46%,"251,156","-11,910","-38,905","74,161,200",50.35%
2013.03.13,"1,527,000",33000,2.21%,"226,071","-1,485","22,710","74,200,105",50.37%
2013.03.12,"1,494,000",-14000,-0.93%,"174,931","-19,520","-14,623","74,186,055",50.36%
2013.03.11,"1,508,000",9000,0.60%,"274,965","72,354","-76,683","74,193,266",50.37%
2013.03.08,"1,499,000",-21000,-1.38%,"378,820","4,371","-95,835","74,269,949",50.42%
2013.03.07,"1,520,000",-40000,-2.56%,"269,654","-60,090","-47,639","74,365,784",50.49%
2013.03.06,"1,560,000",10000,0.65%,"202,973","10,232","3,529","74,413,423",50.52%
2013.03.05,"1,550,000",11000,0.71%,"185,892","-22,895","57,796","74,405,997",50.51%
2013.03.04,"1,539,000",-5000,-0.32%,"265,537","-57,251","60,623","74,348,201",50.47%
2013.02.28,"1,544,000",17000,1.11%,"255,684","42,644","21,011","74,282,815",50.43%
2013.02.27,"1,527,000",0,0.00%,"178,764","-5,588","17,157","74,264,402",50.42%
2013.02.26,"1,527,000",-3000,-0.20%,"184,895","6,553",915,"74,267,245",50.42%
2013.02.25,"1,530,000",0,0.00%,"177,951","-14,745","28,873","74,266,330",50.42%
2013.02.22,"1,530,000",-20000,-1.29%,"277,053","48,808","-63,339","74,237,434",50.40%
2013.02.21,"1,550,000",5000,0.32%,"262,473","-39,350","90,171","74,310,796",50.45%
2013.02.20,"1,545,000",53000,3.55%,"360,787","55,257","94,041","74,224,955",50.39%
2013.02.19,"1,492,000",2000,0.13%,"122,645","-2,784","6,464","74,120,914",50.32%
2013.02.18,"1,490,000",-8000,-0.53%,"142,199","6,433","-12,770","74,114,450",50.32%
2013.02.15,"1,498,000",8000,0.54%,"151,999","10,485","27,623","74,127,220",50.32%
2013.02.14,"1,490,000",3000,0.20%,"150,682","-2,067","2,432","74,099,597",50.31%
2013.02.13,"1,487,000",19000,1.29%,"184,181","25,964","16,140","74,097,165",50.30%
2013.02.12,"1,468,000",6000,0.41%,"168,395","-30,595","51,703","74,080,863",50.29%
2013.02.08,"1,462,000",42000,2.96%,"268,477","16,003","51,417","74,029,160",50.26%
2013.02.07,"1,420,000",-7000,-0.49%,"194,422","-13,442","-1,072","73,988,568",50.23%
2013.02.06,"1,427,000",-8000,-0.56%,"137,943","-1,238","-18,197","73,989,640",50.23%
2013.02.05,"1,435,000",-2000,-0.14%,"227,762","-39,093","49,735","74,016,497",50.25%
2013.02.04,"1,437,000",-4000,-0.28%,"257,238","-38,547","23,313","73,918,266",50.18%
2013.02.01,"1,441,000",-7000,-0.48%,"231,524","-9,694","16,832","73,907,943",50.18%
2013.01.31,"1,448,000",8000,0.56%,"321,056","-5,122","41,007","73,888,843",50.16%
2013.01.30,"1,440,000",31000,2.20%,"323,848","-17,217","75,891","73,817,328",50.11%
2013.01.29,"1,409,000",37000,2.70%,"432,719","41,067","-5,262","73,721,519",50.05%
2013.01.28,"1,372,000",-45000,-3.18%,"618,708","89,494","-233,130","73,690,124",50.03%
2013.01.25,"1,417,000",-36000,-2.48%,"436,418","-12,847","-106,129","74,020,836",50.25%
2013.01.24,"1,453,000",-20000,-1.36%,"320,146","-3,439","-77,019","74,126,965",50.32%
2013.01.23,"1,473,000",-7000,-0.47%,"186,749","-33,803","30,932","74,203,984",50.38%
2013.01.22,"1,480,000",26000,1.79%,"239,166","43,266","-19,979","74,173,052",50.36%
2013.01.21,"1,454,000",-26000,-1.76%,"290,784","6,211","-59,613","74,202,191",50.38%
2013.01.18,"1,480,000",11000,0.75%,"250,601","-31,590","20,606","74,261,804",50.42%
2013.01.17,"1,469,000",-23000,-1.54%,"404,999","-1,238","-65,261","74,249,162",50.41%
2013.01.16,"1,492,000",-20000,-1.32%,"325,058","-46,464","-35,938","74,299,163",50.44%
2013.01.15,"1,512,000",-40000,-2.58%,"214,769","-17,949","-35,487","74,325,101",50.46%
2013.01.14,"1,552,000",19000,1.24%,"160,602","8,535","26,791","74,360,588",50.48%
2013.01.11,"1,533,000",3000,0.20%,"238,982","-44,438","37,000","74,331,297",50.46%
2013.01.10,"1,530,000",30000,2.00%,"293,482","-4,126","34,722","74,285,637",50.43%
2013.01.09,"1,500,000",0,0.00%,"253,720","-25,399","-21,470","74,250,948",50.41%
2013.01.08,"1,500,000",-20000,-1.32%,"276,757","-9,074","-54,478","74,272,418",50.42%
2013.01.07,"1,520,000",-5000,-0.33%,"252,436","2,793","-46,104","74,326,896",50.46%
2013.01.04,"1,525,000",-18000,-1.17%,"260,120","-10,272","-42,833","74,383,850",50.50%
2013.01.03,"1,543,000",-33000,-2.09%,"284,927","-28,420",341,"74,392,483",50.50%
2013.01.02,"1,576,000",54000,3.55%,"229,274","-26,735","71,494","74,312,272",50.45%
2012.12.28,"1,522,000",26000,1.74%,"212,266",81,"23,075","74,240,778",50.40%
2012.12.27,"1,496,000",26000,1.77%,"182,909","8,337","-31,327","74,208,983",50.38%
2012.12.26,"1,470,000",-4000,-0.27%,"281,820","34,164","35,508","74,242,210",50.40%
2012.12.24,"1,474,000",32000,2.22%,"290,702","14,854","56,749","74,206,702",50.38%
2012.12.21,"1,442,000",-61000,-4.06%,"553,510","-6,648","-76,848","74,164,453",50.35%
2012.12.20,"1,503,000",-12000,-0.79%,"402,740","15,663","-29,562","74,287,613",50.43%
2012.12.18,"1,515,000",12000,0.80%,"271,247","-22,656","25,768","74,310,921",50.45%
2012.12.17,"1,503,000",-12000,-0.79%,"310,372","-8,646","-1,195","74,281,319",50.43%
2012.12.14,"1,515,000",-18000,-1.17%,"279,121","19,236","-37,082","74,295,534",50.44%
2012.12.13,"1,533,000",43000,2.89%,"614,229","-23,777","133,464","74,405,014",50.51%
2012.12.12,"1,490,000",14000,0.95%,"304,949","13,280",-58,"74,278,502",50.43%
2012.12.11,"1,476,000",-15000,-1.01%,"253,294","-9,060","-10,101","74,288,860",50.43%
2012.12.10,"1,491,000",11000,0.74%,"261,259","-56,294","61,470","74,298,961",50.44%
2012.12.07,"1,480,000",26000,1.79%,"317,756","-27,022","80,521","74,237,422",50.40%
2012.12.06,"1,454,000",-1000,-0.07%,"285,144","-30,137","30,115","74,164,601",50.35%
2012.12.05,"1,455,000",25000,1.75%,"248,894","-10,693","53,308","74,134,920",50.33%
2012.12.04,"1,430,000",0,0.00%,"190,213","-31,188","31,106","74,081,612",50.29%
2012.12.03,"1,430,000",24000,1.71%,"204,572","-33,041","42,929","74,050,422",50.27%
2012.11.30,"1,406,000",-8000,-0.57%,"328,810","18,821","-37,084","74,003,153",50.24%
2012.11.29,"1,414,000",1000,0.07%,"262,256","30,329","-48,045","74,040,237",50.27%
2012.11.28,"1,413,000",-3000,-0.21%,"281,426","34,664","-50,595","74,088,242",50.30%
2012.11.27,"1,416,000",12000,0.85%,"236,884","46,834","-35,349","74,139,149",50.33%
2012.11.26,"1,404,000",-33000,-2.30%,"275,155","11,707","-38,360","74,178,838",50.36%
2012.11.23,"1,437,000",20000,1.41%,"246,769","-19,833","65,027","74,237,198",50.40%
2012.11.22,"1,417,000",33000,2.38%,"299,318","93,286","-4,663","74,172,171",50.35%
2012.11.21,"1,384,000",20000,1.47%,"355,901","17,203","66,404","74,210,124",50.38%
2012.11.20,"1,364,000",32000,2.40%,"268,586","33,373","63,340","74,143,720",50.34%
2012.11.19,"1,332,000",25000,1.91%,"202,837","45,769","-25,275","74,070,699",50.29%
2012.11.16,"1,307,000",-24000,-1.80%,"243,724","28,486","-81,097","74,100,314",50.31%
2012.11.15,"1,331,000",-24000,-1.77%,"199,259","34,281","-53,177","74,187,053",50.36%
2012.11.14,"1,355,000",6000,0.44%,"208,828","28,795","2,291","74,240,230",50.40%
2012.11.13,"1,349,000",4000,0.30%,"146,594","7,993","-2,081","74,244,449",50.40%
2012.11.12,"1,345,000",4000,0.30%,"139,213","54,885","-48,909","74,246,530",50.41%
2012.11.09,"1,341,000",-9000,-0.67%,"291,124","12,513","-29,594","74,290,636",50.44%
2012.11.08,"1,350,000",-12000,-0.88%,"306,862","-27,775","34,673","74,320,230",50.46%
2012.11.07,"1,362,000",13000,0.96%,"193,847","-2,495","30,892","74,285,557",50.43%
2012.11.06,"1,349,000",8000,0.60%,"179,690","29,210","-21,708","74,249,382",50.41%
2012.11.05,"1,341,000",14000,1.06%,"261,413","62,996","-2,082","74,280,430",50.43%
2012.11.02,"1,327,000",30000,2.31%,"370,592","109,723","-24,505","74,282,512",50.43%
2012.11.01,"1,297,000",-13000,-0.99%,"209,205","-5,744","-11,007","74,307,017",50.45%
2012.10.31,"1,310,000",12000,0.92%,"212,428","57,051","-29,061","74,316,924",50.45%
2012.10.30,"1,298,000",-1000,-0.08%,"133,300","3,665",891,"74,349,026",50.47%
2012.10.29,"1,299,000",12000,0.93%,"229,431","71,128","-79,816","74,358,135",50.48%
2012.10.26,"1,287,000",-35000,-2.65%,"276,353","39,388","-88,697","74,448,801",50.54%
2012.10.25,"1,322,000",22000,1.69%,"237,942","-8,772","19,360","74,528,768",50.60%
2012.10.24,"1,300,000",-13000,-0.99%,"269,753","44,852","-72,952","74,509,408",50.58%
2012.10.23,"1,313,000",-2000,-0.15%,"185,296","3,555","15,540","74,582,360",50.63%
2012.10.22,"1,315,000",13000,1.00%,"234,884","10,008","-10,340","74,566,820",50.62%
2012.10.19,"1,302,000",-35000,-2.62%,"279,959","47,085","-79,984","74,577,160",50.63%
2012.10.18,"1,337,000",1000,0.07%,"210,796","6,431","11,339","74,657,144",50.68%
2012.10.17,"1,336,000",6000,0.45%,"180,461","-4,663","19,983","74,635,805",50.67%
2012.10.16,"1,330,000",30000,2.31%,"213,589","-2,208","31,526","74,615,832",50.66%
2012.10.15,"1,300,000",4000,0.31%,"206,958","24,473","-4,862","74,584,311",50.63%
2012.10.12,"1,296,000",-8000,-0.61%,"300,039","40,535","-87,314","74,589,173",50.64%
2012.10.11,"1,304,000",-21000,-1.58%,"476,265","-88,904","-10,995","74,676,487",50.70%
2012.10.10,"1,325,000",-47000,-3.43%,"260,023","-32,187","-15,319","74,688,551",50.71%
2012.10.09,"1,372,000",-1000,-0.07%,"176,068","10,550","11,059","74,711,680",50.72%
2012.10.08,"1,373,000",3000,0.22%,"240,919","7,193","23,763","74,700,621",50.71%
2012.10.05,"1,370,000",3000,0.22%,"357,080","18,306","10,897","74,675,105",50.70%
2012.10.04,"1,367,000",-2000,-0.15%,"383,480","-1,768","16,520","74,669,411",50.69%
2012.10.02,"1,369,000",23000,1.71%,"267,729","-5,683","62,994","74,652,891",50.68%
2012.09.28,"1,346,000",8000,0.60%,"358,509","-47,172","94,664","74,585,557",50.64%
2012.09.27,"1,338,000",13000,0.98%,"291,061","29,193","15,964","74,490,893",50.57%
2012.09.26,"1,325,000",-2000,-0.15%,"241,197","-14,738","19,558","74,474,929",50.56%
2012.09.25,"1,327,000",0,0.00%,"227,443","22,260","6,856","74,455,371",50.55%
2012.09.24,"1,327,000",25000,1.92%,"264,015","7,743","37,194","74,448,515",50.54%
2012.09.21,"1,302,000",15000,1.17%,"298,374",-712,"27,432","74,411,321",50.52%
2012.09.20,"1,287,000",-27000,-2.05%,"284,488","-47,552","17,265","74,383,889",50.50%
2012.09.19,"1,314,000",-1000,-0.08%,"242,946",363,"7,673","74,366,624",50.49%
2012.09.18,"1,315,000",0,0.00%,"224,940","-19,663","23,576","74,358,951",50.48%
2012.09.17,"1,315,000",-21000,-1.57%,"298,200","-71,937","66,322","74,331,025",50.46%
2012.09.14,"1,336,000",35000,2.69%,"498,718","-2,646","150,499","74,276,270",50.43%
2012.09.13,"1,301,000",7000,0.54%,"390,332","3,763","59,181","74,125,771",50.32%
2012.09.12,"1,294,000",38000,3.03%,"370,250","51,728","75,603","74,051,590",50.27%
2012.09.11,"1,256,000",6000,0.48%,"198,608","-14,976","30,505","73,965,987",50.21%
2012.09.10,"1,250,000",0,0.00%,"318,481","-37,726","93,749","73,935,482",50.19%
2012.09.07,"1,250,000",54000,4.52%,"510,922","-3,306","185,144","73,841,733",50.13%
2012.09.06,"1,196,000",7000,0.59%,"247,977","14,684","-19,800","73,656,944",50.01%
2012.09.05,"1,189,000",-29000,-2.38%,"349,101","-81,062","-13,873","73,676,744",50.02%
2012.09.04,"1,218,000",0,0.00%,"198,954","-4,129","13,731","73,692,617",50.03%
2012.09.03,"1,218,000",-15000,-1.22%,"278,537","-5,207","-2,813","73,678,886",50.02%
2012.08.31,"1,233,000",18000,1.48%,"407,358","-2,138","-20,020","73,681,699",50.02%
2012.08.30,"1,215,000",-15000,-1.22%,"324,636","-16,749","-18,634","73,701,719",50.04%
2012.08.29,"1,230,000",35000,2.93%,"469,517","31,056","10,331","73,720,876",50.05%
2012.08.28,"1,195,000",15000,1.27%,"558,503","-27,231","7,707","73,709,532",50.04%
2012.08.27,"1,180,000",-95000,-7.45%,"1,277,983","-285,247","141,823","73,701,539",50.04%
2012.08.24,"1,275,000",-12000,-0.93%,"282,921","63,147","-61,025","73,559,716",49.94%
2012.08.23,"1,287,000",23000,1.82%,"277,600","-11,338","17,333","73,620,741",49.98%
2012.08.22,"1,264,000",-18000,-1.40%,"321,554","-12,181","-43,584","73,603,408",49.97%
2012.08.21,"1,282,000",-1000,-0.08%,"307,047","-1,017","20,502","73,653,472",50.00%
2012.08.20,"1,283,000",-12000,-0.93%,"399,820","23,408","-88,695","73,632,970",49.99%
2012.08.17,"1,295,000",-50000,-3.72%,"554,025","-17,434","-48,917","73,721,572",50.05%
2012.08.16,"1,345,000",0,0.00%,"296,891","-4,525","23,827","73,770,489",50.08%
2012.08.14,"1,345,000",20000,1.51%,"289,928","-21,651","55,249","73,746,662",50.07%
2012.08.13,"1,325,000",-23000,-1.71%,"197,976","-22,108","26,845","73,691,413",50.03%
2012.08.10,"1,348,000",8000,0.60%,"294,895","-72,783","125,413","73,664,568",50.01%
2012.08.09,"1,340,000",20000,1.52%,"612,875","-77,934","243,709","73,539,155",49.93%
2012.08.08,"1,320,000",26000,2.01%,"389,471","-25,640","145,696","73,295,446",49.76%
2012.08.07,"1,294,000",-4000,-0.31%,"205,823","-8,537","16,939","73,132,865",49.65%
2012.08.06,"1,298,000",55000,4.42%,"246,024","17,784","51,627","73,115,926",49.64%
2012.08.03,"1,243,000",-20000,-1.58%,"312,338","-18,804","-7,236","73,064,299",49.60%
2012.08.02,"1,263,000",-37000,-2.85%,"320,335","2,475","-26,954","73,071,391",49.61%
2012.08.01,"1,300,000",-9000,-0.69%,"381,803","12,223","18,442","73,098,275",49.63%
2012.07.31,"1,309,000",34000,2.67%,"676,303","-19,510","226,531","73,079,833",49.61%
2012.07.30,"1,275,000",42000,3.41%,"382,995","-18,694","154,866","72,853,176",49.46%
2012.07.27,"1,233,000",61000,5.20%,"534,352","-18,449","252,330","72,698,310",49.35%
2012.07.26,"1,172,000",14000,1.21%,"273,339","-16,714","45,864","72,445,980",49.18%
2012.07.25,"1,158,000",-12000,-1.03%,"273,353","16,873","-4,331","72,408,816",49.16%
2012.07.24,"1,170,000",8000,0.69%,"292,532","27,012","-9,098","72,413,235",49.16%
2012.07.23,"1,162,000",-29000,-2.43%,"258,087","-4,440","-38,822","72,426,683",49.17%
2012.07.20,"1,191,000",-4000,-0.33%,"240,244","-61,337","105,844","72,457,695",49.19%
2012.07.19,"1,195,000",41000,3.55%,"497,504","128,399","55,889","72,351,851",49.12%
2012.07.18,"1,154,000",-14000,-1.20%,"292,655","-26,816","40,665","72,295,962",49.08%
2012.07.17,"1,168,000",16000,1.39%,"317,913","33,854","61,870","72,255,297",49.05%
2012.07.16,"1,152,000",13000,1.14%,"305,730","36,083","16,108","72,193,427",49.01%
2012.07.13,"1,139,000",48000,4.40%,"542,252","130,119","-13,452","72,190,339",49.01%
2012.07.12,"1,091,000",-27000,-2.42%,"500,103","-13,538","-110,324","72,208,141",49.02%
2012.07.11,"1,118,000",-9000,-0.80%,"361,358","45,017","-113,575","72,318,465",49.10%
2012.07.10,"1,127,000",1000,0.09%,"355,742","20,918","-95,203","72,432,040",49.17%
2012.07.09,"1,126,000",-35000,-3.01%,"426,705","39,008","-177,174","72,527,243",49.24%
2012.07.06,"1,161,000",-24000,-2.03%,"423,970","-45,169","-54,338","72,704,397",49.36%
2012.07.05,"1,185,000",-6000,-0.50%,"181,784",986,"-23,872","72,758,735",49.40%
2012.07.04,"1,191,000",16000,1.36%,"383,678","68,513","-38,551","72,762,607",49.40%
2012.07.03,"1,175,000",1000,0.09%,"316,380","13,748","-5,540","72,781,158",49.41%
2012.07.02,"1,174,000",-27000,-2.25%,"383,135","-34,419","-9,886","72,786,698",49.41%
2012.06.29,"1,201,000",33000,2.83%,"373,478","59,278","4,167","72,793,104",49.42%
2012.06.28,"1,168,000",1000,0.09%,"208,420","30,896","-17,811","72,788,937",49.42%
2012.06.27,"1,167,000",28000,2.46%,"471,673","75,192","-24,296","72,834,471",49.45%
2012.06.26,"1,139,000",7000,0.62%,"506,211","47,614","-69,365","72,892,957",49.49%
2012.06.25,"1,132,000",-50000,-4.23%,"828,723","42,654","-304,915","72,974,502",49.54%
2012.06.22,"1,182,000",-45000,-3.67%,"626,943","-79,309","-167,214","73,279,417",49.75%
2012.06.21,"1,227,000",-25000,-2.00%,"255,553",-720,"-29,324","73,439,606",49.86%
2012.06.20,"1,252,000",8000,0.64%,"265,743","-5,196","23,118","73,469,062",49.88%
2012.06.19,"1,244,000",1000,0.08%,"297,169","-17,982","29,054","73,445,944",49.86%
2012.06.18,"1,243,000",26000,2.14%,"352,506","17,904","15,707","73,416,890",49.84%
2012.06.15,"1,217,000",-44000,-3.49%,"609,612","-6,353","-160,828","73,401,119",49.83%
2012.06.14,"1,261,000",-10000,-0.79%,"441,585","31,930","-34,256","73,555,857",49.94%
2012.06.13,"1,271,000",16000,1.27%,"191,611","3,978","5,395","73,590,056",49.96%
2012.06.12,"1,255,000",-13000,-1.03%,"176,329","-6,222","-7,889","73,584,661",49.96%
2012.06.11,"1,268,000",21000,1.68%,"198,491","2,011","15,122","73,592,545",49.96%
2012.06.08,"1,247,000",-18000,-1.42%,"199,521","-8,384","16,967","73,558,782",49.94%
2012.06.07,"1,265,000",62000,5.15%,"419,412","7,085","105,424","73,542,165",49.93%
